stock_type,name,variant_name,karat_color,stock_code,location_name,dept,party,vendor_party,owner_party,pcs,total_weight,net_weight,pg_weight,metal_rate,bom_variant_name,stone_pcs,stone_weight,stone_rate,stock_value,labour_value,wastage
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,134.72,AG-22KT-YELLOW,0,31.37,0,87876.23,,
COMPANY STOCK,MCNCHNREGREG-843,MCNCHNREGREG-843-1,"22,YELLOW",SCHN85411,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,GUPTA GOLD,,1,3.9,3.9,3.588,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,1083.62,AG-22KT-YELLOW,0,3.9,0,9473.64,,
COMPANY STOCK,MCNCHNREGREG-849,MCNCHNREGREG-849-1,"22,YELLOW",SCHN85419,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,GUPTA GOLD,,1,3.54,3.54,3.257,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,1193.82,AG-22KT-YELLOW,0,3.54,0,8599.15,,
OWNER STOCK,MCNBNGS02REG-823,MCNBNGS02REG-823-1,"22,YELLOW",SBNG69048,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Aarpee Bangles,Aarpee Bangles,1,46.381,46.381,42.671,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,91.12,AG-22KT-YELLOW,0,46.381,0,0,,
COMPANY STOCK,CBTCHNREGREG-975,CBTCHNREGREG-975-1,"22,YELLOW",SCHN85319,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Kanan (K),,1,35.24,35.24,32.421,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,119.92,AG-22KT-YELLOW,0,35.24,0,98717.2,,
COMPANY STOCK,MCNBNGS02REG-32,MCNBNGS02REG-32-1,"22,YELLOW",SBNG63339,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Aarpee Bangles,,1,30.19,30.19,27.775,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,274.32,AG-22KT-YELLOW,0,15.14,0,41786.4,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,275.96,AG-22KT-YELLOW,0,15.05,0,41538,,
COMPANY STOCK,MCNCHNREGREG-893,MCNCHNREGREG-893-1,"22,YELLOW",CCHN86807,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,GUPTA GOLD,,1,32.25,32.25,29.67,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,131.04,AG-22KT-YELLOW,0,32.25,0,91236.33,,
COMPANY STOCK,MCNCHNREGREG-836,MCNCHNREGREG-836-1,"22,YELLOW",SCHN85317,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Kanan (K),,1,17.48,17.48,16.082,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,237.6,AG-22KT-YELLOW,0,17.48,0,48966.42,,
COMPANY STOCK,CBTCHNREGREG-996,CBTCHNREGREG-996-1,"22,YELLOW",SCHN86778,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,MACALUCKSHMI JEWELLERS,,1,18.66,18.66,17.167,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,226.48,AG-22KT-YELLOW,0,18.66,0,57352.34,,
COMPANY STOCK,INTCHNREGREG-25,INTCHNREGREG-25-1,"22,YELLOW",SCHN86332,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,17.82,17.82,16.394,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,237.16,AG-22KT-YELLOW,0,17.82,0,48531.99,,
COMPANY STOCK,INTCHNREGREG-14,INTCHNREGREG-14-1,"22,YELLOW",SCHN86334,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,24.64,24.64,22.669,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,171.51,AG-22KT-YELLOW,0,24.64,0,67105.96,,
COMPANY STOCK,INTBRCLSEREG-3,INTBRCLSEREG-3-1,"22,YELLOW",SBRC86326,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,6.56,6.56,6.035,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,644.22,AG-22KT-YELLOW,0,6.56,0,17865.87,,
COMPANY STOCK,HOLBRCLSEREG-35,HOLBRCLSEREG-35-1,"22,YELLOW",SBRC68729,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,20.002,20.002,18.402,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,214.93,AG-22KT-YELLOW,0,20.002,0,70644.97,,
COMPANY STOCK,MCNBNGS04REG-164,MCNBNGS04REG-164-1,"22,YELLOW",SBNG63319,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,M/s.SRI SAINATH JEWELLERS,,1,56.71,56.71,52.173,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,299.3,AG-22KT-YELLOW,0,14.12,0,38971.2,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,292.87,AG-22KT-YELLOW,0,14.43,0,39826.8,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,307.58,AG-22KT-YELLOW,0,13.74,0,37922.4,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,293.07,AG-22KT-YELLOW,0,14.42,0,39799.2,,
COMPANY STOCK,RJTCHNREGREG-141,RJTCHNREGREG-141-1,"22,YELLOW",SCHN81456,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,24.034,24.034,22.111,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,178.87,AG-22KT-YELLOW,0,24.034,0,73940.12,,
COMPANY STOCK,CBTCHNREGREG-1000,CBTCHNREGREG-1000-1,"22,YELLOW",CCHN87381,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Singar Santosh R,,1,39.49,39.49,36.331,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,108.86,AG-22KT-YELLOW,0,39.49,0,141270.72,,
COMPANY STOCK,MCNCHNREGREG-864,MCNCHNREGREG-864-1,"22,YELLOW",SCHN86282,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,4.09,4.09,3.763,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,1015.46,AG-22KT-YELLOW,0,4.09,0,11138.94,,
COMPANY STOCK,MCNCHNREGREG-831,MCNCHNREGREG-831-1,"22,YELLOW",SCHN84859,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,GUPTA GOLD,,1,20.075,20.075,18.469,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,210.52,AG-22KT-YELLOW,0,20.075,0,65355.99,,
COMPANY STOCK,FCYCHNREGREG-105,FCYCHNREGREG-105-1,"22,YELLOW",SCHN15173,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,ARHAM JEWELLERS,,1,12.035,12.035,11.072,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,357.21,AG-22KT-YELLOW,0,12.035,0,39715.5,,
COMPANY STOCK,CBTCHNREGREG-1022,CBTCHNREGREG-1022-1,"22,YELLOW",SCHN90366,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,DIVIJA JEWELS,,1,41.55,41.55,38.226,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,101.71,AG-22KT-YELLOW,0,41.55,0,117918.22,,
COMPANY STOCK,RJTBRCOVLREG-71,RJTBRCOVLREG-71-1,"22,YELLOW",SBRC81448,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,14.02,14.02,12.898,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,306.63,AG-22KT-YELLOW,0,14.02,0,43132.25,,
COMPANY STOCK,MCNBNGS08REG-997,MCNBNGS08REG-997-1,"22,YELLOW",SBNG91195,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Anmol Jewellers,,1,75.28,75.28,69.258,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,55.17,AG-22KT-YELLOW,0,75.28,0,77.33,,
COMPANY STOCK,CBTCHNREGREG-994,CBTCHNREGREG-994-1,"22,YELLOW",SCHN86776,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,MACALUCKSHMI JEWELLERS,,1,18.96,18.96,17.443,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,222.9,AG-22KT-YELLOW,0,18.96,0,58274.4,,
COMPANY STOCK,SDKBRCROUROD-103,SDKBRCROUROD-103-1,"22,YELLOW",SBRC91193,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Anmol Jewellers,,1,28.94,28.94,26.625,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,146.03,AG-22KT-YELLOW,0,28.94,0,29.88,,
COMPANY STOCK,MCNBNGS02REG-905,MCNBNGS02REG-905-1,"22,YELLOW",[MISC-CODE]BNG77425,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Aarpee Bangles,,1,30.22,30.22,27.802,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,276.51,AG-22KT-YELLOW,0,15.02,0,41455.2,,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,273.24,AG-22KT-YELLOW,0,15.2,0,41952,,
COMPANY STOCK,RJTERNHNGREG-5,RJTERNHNGREG-5-1,"22,YELLOW",SERN92466,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,IN HOUSE (164),,1,7.23,7.23,6.652,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,594.6,AG-22KT-YELLOW,0,7.23,0,3.62,,
COMPANY STOCK,NWBBRCLSEREG-2,NWBBRCLSEREG-2-1,"22,YELLOW",SBRC74947,PMJ&GEMS-B-C-BANJARA HILLS-HO,PGS-LABELING,,Chains Corner Jewellery (I) PLtd,,1,32.935,32.935,30.3,0,,0,0,0,0,0,27
,,,,,,PGS-LABELING,,,,0,0,0,0,128.32,AG-22KT-YELLOW,0,32.935,0,105391.97,,
COMPANY STOCK,MCNBNGS04REG-27,MCNBNGS04REG-27-1,"22,YELLOW",SBNG46329,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,M/s.SRI SAINATH JEWELLERS,,1,37.628,37.628,34.618,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,112.31,AG-22KT-YELLOW,0,37.628,0,103853.28,,
COMPANY STOCK,SDKBRCROUREG-106,SDKBRCROUREG-106-1,"22,YELLOW",CBRC93122,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Anmol Jewellers,,1,22.3,22.3,20.516,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,186.24,AG-22KT-YELLOW,0,22.3,0,65134.28,,
COMPANY STOCK,MCNBNGS02REG-945,MCNBNGS02REG-945-1,"22,YELLOW",CBNG82569,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Aarpee Bangles,,1,28.65,28.65,26.358,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,144.97,AG-22KT-YELLOW,0,28.65,0,79909.95,,
COMPANY STOCK,CRTBRCLSEREG-5,CRTBRCLSEREG-5-1,"22,YELLOW",SBRC74904,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Chains Corner Jewellery (I) PLtd,,1,18.035,18.035,16.592,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,230.29,AG-22KT-YELLOW,0,18.035,0,57711.99,,
COMPANY STOCK,MCNBNGS02REG-956,MCNBNGS02REG-956-1,"22,YELLOW",[MISC-CODE]BNG92949,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Aarpee Bangles,,1,41.32,41.32,38.014,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,409.06,AG-22KT-YELLOW,0,10.331,0,28514.25,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,408.27,AG-22KT-YELLOW,0,10.351,0,28569.48,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,409.46,AG-22KT-YELLOW,0,10.321,0,28486.62,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,409.66,AG-22KT-YELLOW,0,10.316,0,28472.82,,
COMPANY STOCK,RJTERNHNGREG-2,RJTERNHNGREG-2-1,"22,YELLOW",SERN92463,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,IN HOUSE (164),,1,6.82,6.82,6.274,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,630.35,AG-22KT-YELLOW,0,6.82,0,3.41,,
COMPANY STOCK,MCNACSBCNREG-5,MCNACSBCNREG-5_1-1,"22,YELLOW",SACS93599,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,IN HOUSE (164),,1,4.85,4.85,4.462,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,886.39,AG-22KT-YELLOW,0,4.85,0,16347.63,,
COMPANY STOCK,MCNACSBCNREG-5,MCNACSBCNREG-5_1-1,"22,YELLOW",SACS93598,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,IN HOUSE (164),,1,4.89,4.89,4.499,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,879.14,AG-22KT-YELLOW,0,4.89,0,16482.46,,
COMPANY STOCK,MCNCHNREGREG-791,MCNCHNREGREG-791-1,"22,YELLOW",SCHN67590,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,I.K.JEWELLERS,,1,8.16,8.16,7.507,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,508.98,AG-22KT-YELLOW,0,8.16,0,26071.2,,
COMPANY STOCK,MCNCHNREGREG-821,MCNCHNREGREG-821-1,"22,YELLOW",SCHN90226,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,GUPTA GOLD,,1,14.64,14.64,13.469,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,288.67,AG-22KT-YELLOW,0,14.64,0,41417.05,,
COMPANY STOCK,CBTCHNREGREG-619,CBTCHNREGREG-619-1,"22,YELLOW",SCHN37016,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,MACALUCKSHMI JEWELLERS,,1,38.888,38.888,35.777,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,106.8,AG-22KT-YELLOW,0,38.888,0,122338.73,,
COMPANY STOCK,CBTCHNREGREG-894,CBTCHNREGREG-894-1,"22,YELLOW",SCHN80179,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,SANDEEP (D),,1,11.76,11.76,10.819,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,359.36,AG-22KT-YELLOW,0,11.76,0,21954.22,,
COMPANY STOCK,CBTCHNREGREG-1046,CBTCHNREGREG-1046-1,"22,YELLOW",SCHN94041,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,DIVIJA JEWELS,,1,15.99,15.99,14.711,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,264.3,AG-22KT-YELLOW,0,15.99,0,46415.09,,
COMPANY STOCK,MCNACSBCNREG-5,MCNACSBCNREG-5_1-1,"22,YELLOW",SACS93602,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,IN HOUSE (164),,1,4.84,4.84,4.453,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,888.22,AG-22KT-YELLOW,0,4.84,0,16313.93,,
COMPANY STOCK,FCYCHNREGREG-117,FCYCHNREGREG-117-1,"22,YELLOW",SCHN15177,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,ARHAM JEWELLERS,,1,9.63,9.63,8.86,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,446.41,AG-22KT-YELLOW,0,9.63,0,31779,,
COMPANY STOCK,FCYCHNREGREG-80,FCYCHNREGREG-80-1,"22,YELLOW",SCHN15211,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,ARHAM JEWELLERS,,1,11.46,11.46,10.543,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,375.13,AG-22KT-YELLOW,0,11.46,0,37818,,
COMPANY STOCK,MCNCHNREGREG-29,MCNCHNREGREG-29-1,"22,YELLOW",SCHN61260,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,GUPTA GOLD,,1,2.987,2.987,2.748,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,1414.83,AG-22KT-YELLOW,0,2.987,0,8431.56,,
COMPANY STOCK,CBTCHNREGREG-1021,CBTCHNREGREG-1021-1,"22,YELLOW",SCHN90362,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,DIVIJA JEWELS,,1,8.64,8.64,7.949,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,489.13,AG-22KT-YELLOW,0,8.64,0,24520.18,,
COMPANY STOCK,RJTCHNREGREG-177,RJTCHNREGREG-177-1,"22,YELLOW",SCHN86376,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,13.82,13.82,12.714,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,311.07,AG-22KT-YELLOW,0,13.82,0,37638.17,,
COMPANY STOCK,CBTCHNREGREG-172,CBTCHNREGREG-172-1,"22,YELLOW",SCHN14851,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,I.K.JEWELLERS,,1,6.215,6.215,5.718,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,668.26,AG-22KT-YELLOW,0,6.215,0,17153.4,,
COMPANY STOCK,SLNRNGLDSREG-1,SLNRNGLDSREG-1-1,"18,YELLOW",SRNG85538,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Jakir Molla,,1,1.31,1.31,0.996,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,2710.94,AG18YELLOW,0,1.31,0,3098.81,,
COMPANY STOCK,SLNRNGLDSREG-3,SLNRNGLDSREG-3-1,"18,YELLOW",SRNG85536,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Jakir Molla,,1,1.35,1.35,1.026,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,2630.61,AG18YELLOW,0,1.35,0,3193.43,,
COMPANY STOCK,SLNRNGLDSREG-3,SLNRNGLDSREG-3-1,"18,YELLOW",SRNG85535,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Jakir Molla,,1,1.28,1.28,0.973,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,2774.48,AG18YELLOW,0,1.28,0,3027.85,,
COMPANY STOCK,SLNRNGLDSREG-1,SLNRNGLDSREG-1-1,"18,YELLOW",SRNG85534,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Jakir Molla,,1,0.8,0.8,0.608,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,4439.16,AG18YELLOW,0,0.8,0,1892.4,,
COMPANY STOCK,CBTCHNREGREG-933,CBTCHNREGREG-933-1,"22KT,YELLOW",SCHN84811,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,GUPTA GOLD,,1,12.15,12.15,11.178,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,347.83,AG-22KT-YELLOW,0,12.15,0,39556.36,,
COMPANY STOCK,MCNBNGS02ROD-931,MCNBNGS02ROD-931-1,"22KT,YELLOW",SBNG80340,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,IN HOUSE (164),,1,22.032,22.032,20.269,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,191.82,AG-22KT-YELLOW,0,22.032,0,54119.53,,
COMPANY STOCK,INTCHNREGREG-13,INTCHNREGREG-13-1,"22KT,YELLOW",SCHN88500,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,38.24,38.24,35.181,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,112.42,AG-22KT-YELLOW,0,38.24,0,115612.02,,
OWNER STOCK,RJTBRCLSEROD-36,RJTBRCLSEROD-36-1,"22KT,YELLOW",SBRC36799,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,1,9.936,9.936,9.141,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,432.67,AG-22KT-YELLOW,0,9.936,0,0,,
COMPANY STOCK,RJTERNHNGREG-4,RJTERNHNGREG-4-1,"22KT,YELLOW",SERN92459,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,IN HOUSE (164),,1,7.96,7.96,7.323,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,540.07,AG-22KT-YELLOW,0,7.96,0,3.98,,
COMPANY STOCK,FCYCHNREGREG-175,FCYCHNREGREG-175-1,"22KT,YELLOW",SCHN86308,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,15.44,15.44,14.205,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,273.71,AG-22KT-YELLOW,0,15.44,0,42050.17,,
COMPANY STOCK,MCNBNGS02ROD-989,MCNBNGS02ROD-989-1,"22KT,YELLOW",[MISC-CODE]BNG89996,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,Aarpee Bangles,,1,41.14,41.14,37.849,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,199.96,AG-22KT-YELLOW,0,20.77,0,57325.2,,
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,203.89,AG-22KT-YELLOW,0,20.37,0,56221.2,,
COMPANY STOCK,ITLCHNREGROD-3,FCYCHNREGROD-3-1,"22KT,YELLOW",SCHN74733,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,RITIKA CHAINS,,1,20.28,20.28,18.658,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,211.98,AG-22KT-YELLOW,0,20.28,0,2814.4,,
COMPANY STOCK,MCNCHNREGREG-784,MCNCHNREGREG-784-1,"22KT,YELLOW",SCHN67819,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,I.K.JEWELLERS,,1,16.17,16.17,14.876,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,256.85,AG-22KT-YELLOW,0,16.17,0,51663.15,,
COMPANY STOCK,MCNBNGS04REG-535,MCNBNGS04REG-535-1,"22KT,YELLOW",SBNG66177,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Aarpee Bangles,,1,52.36,52.36,48.171,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,315.36,AG-22KT-YELLOW,0,13.17,0,36349.2,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,315.84,AG-22KT-YELLOW,0,13.15,0,36294,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,314.88,AG-22KT-YELLOW,0,13.19,0,36404.4,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,323.21,AG-22KT-YELLOW,0,12.85,0,35466,,
COMPANY STOCK,MCNBNGS12REG-941,MCNBNGS12REG-941-1,"22KT,YELLOW",SBNG81853,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,SRI SHUBHAM JEWELLERS,,1,120.521,120.521,110.879,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,34.46,AG-22KT-YELLOW,0,120.521,0,134168.47,,
COMPANY STOCK,MCNBNGS04ROD-942,MCNBNGS04ROD-942-1,"22KT,YELLOW",CBNG81954,PMJ&GEMS-B-C-BANJARA HILLS-HO,CUSTOMER ORDER BHHO,,Jeetu Jewellers,,1,48.21,48.21,44.353,0,,0,0,0,0,0,27
,,,,,,CUSTOMER ORDER BHHO,,,,0,0,0,0,87.66,AG-22KT-YELLOW,0,48.21,0,158123.22,,
COMPANY STOCK,MCNBNGS04REG-1463,MCNBNGS04REG-1463-1,"22KT,YELLOW",CBNG53553,PMJ&GEMS-B-C-BANJARA HILLS-HO,CUSTOMER ORDER BHHO,,M/s.SRI SAINATH JEWELLERS,,1,41.47,41.47,38.152,0,,0,0,0,0,0,27
,,,,,,CUSTOMER ORDER BHHO,,,,0,0,0,0,101.91,AG-22KT-YELLOW,0,41.47,0,130461.51,,
COMPANY STOCK,CBTCHNREGREG-980,CBTCHNREGREG-980-1,"22KT,YELLOW",SCHN85389,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,GUPTA GOLD,,1,35.25,35.25,32.43,0,,0,0,0,0,0,18
